Position,Worth,Name,Age,Source,Country,Gender_cat
1262,2.0 BUSD,Peter Peterson,92,Finance and Investments  ==> investments,None,Male
1263,2.0 BUSD,Arvind Poddar,60,Automotive  ==> tires,None,Male
1264,2.0 BUSD,Murdaya Poo,77,Diversified  ==> diversified,None,Male
1265,2.0 BUSD,Ren Zhengfei,74,Telecom  ==> telecom equipment,None,Not Available
1266,2.0 BUSD,Antony Ressler,56,Finance and Investments  ==> finance,United States,Male
1267,2.0 BUSD,Francisco Jose Riberas Mera,54,"Manufacturing  ==> steel, autoparts",None,Male
1268,2.0 BUSD,Rodney Sacks,68,Food and Beverage  ==> energy drinks,United States,Not Available
1269,2.0 BUSD,Hilton Schlosberg,65,Food and Beverage  ==> energy drinks,United Kingdom,Male
1270,2.0 BUSD,Brian Sheth,42,Finance and Investments  ==> investments,None,Male
1271,2.0 BUSD,Lucy Stitzer,58,Food and Beverage  ==> Cargill,None,Female
1272,2.0 BUSD,Su Suyu,69,"Real Estate  ==> utilities, real estate",None,Not Available
1273,2.0 BUSD,Satoshi Suzuki,64,Fashion & Retail  ==> cosmetics,None,Male
1274,2.0 BUSD,Katherine Tanner,62,Food and Beverage  ==> Cargill,United States,Not Available
1275,2.0 BUSD,Arvind Tiku,48,"Energy  ==> oil & gas, investments",India,Male
1276,2.0 BUSD,Wang Liping,52,Manufacturing  ==> hydraulic machinery,None,Male
1277,2.0 BUSD,Wang Xicheng,69,Manufacturing  ==> tires,None,Not Available
1278,2.0 BUSD,Wei Shaojun,55,Real Estate  ==> real estate,None,Male
1279,2.0 BUSD,Amy Wyss,47,Healthcare  ==> medical equipment,None,Female
1280,2.0 BUSD,Jon Yarbrough,61,Gambling & Casinos  ==> video games,None,Male
1281,2.0 BUSD,Vladimir Yevtushenkov,69,"Telecom  ==> telecom, investments",Russia,Male
1282,2.0 BUSD,Charles Zegar,70,Media & Entertainment  ==> Bloomberg LP,None,Not Available
1283,2.0 BUSD,Zhu Baoguo,56,Healthcare  ==> pharmaceuticals,China,Not Available
1284,1.9 BUSD,Saif Al Ghurair,94,Diversified  ==> diversified,None,Not Available
1285,1.9 BUSD,Syed Mokhtar Albukhary,66,"Diversified  ==> engineering, energy, construction",None,Male
1286,1.9 BUSD,Miriam Baumann-Blocher,43,Manufacturing  ==> chemicals,None,Female
1287,1.9 BUSD,Albert Berner,82,Manufacturing  ==> fasteners,None,Not Available
1288,1.9 BUSD,Thomas Bruch,68,Fashion & Retail  ==> retail,Germany,Male
1289,1.9 BUSD,Chang Yun Chung,99,Logistics  ==> shipping,Singapore,Male
1290,1.9 BUSD,Kiat Chiaravanont,62,Diversified  ==> diversified,None,Male
1291,1.9 BUSD,Jean-Paul And Martine Clozel,62,Healthcare  ==> pharmaceuticals,Switzerland,Male
1292,1.9 BUSD,Benjamin De Rothschild,54,Finance and Investments  ==> banking,None,Not Available
1293,1.9 BUSD,James Dinan,59,Finance and Investments  ==> hedge funds,None,Not Available
1294,1.9 BUSD,Charles Edelstenne,80,Manufacturing  ==> aviation,None,Not Available
1295,1.9 BUSD,Bernd Freier,61,Fashion & Retail  ==> fashion retail,Germany,Male
1296,1.9 BUSD,Bill Gross,74,Finance and Investments  ==> investments,None,Male
1297,1.9 BUSD,Jeffrey Gundlach,59,Finance and Investments  ==> investments,None,Not Available
1298,1.9 BUSD,Suat Gunsel,65,"Real Estate  ==> real estate, education",None,Male
1299,1.9 BUSD,Shmuel Harlap,73,Automotive  ==> automotive,None,Not Available
1300,1.9 BUSD,Roberto Hernandez Ramirez,76,Finance and Investments  ==> banking,Mexico,Not Available
1301,1.9 BUSD,Johannes Kaercher,67,"Manufacturing  ==> vacuums, cleaning products",Germany,Male
1302,1.9 BUSD,Friedrich Knapp,67,Fashion & Retail  ==> fashion retail,None,Male
1303,1.9 BUSD,Lee Myung-Hee,74,Fashion & Retail  ==> retail,South Korea,Not Available
1304,1.9 BUSD,Lee Seo-Hyun,44,"Diversified  ==> computer services, tourism",None,Female
1305,1.9 BUSD,Liang Jiankun,56,Metals & Mining  ==> cobalt mining,None,Male
1306,1.9 BUSD,Liao Long-Shing,65,Manufacturing  ==> petrochemicals,None,Male
1307,1.9 BUSD,Lin Shu-Hong,89,Manufacturing  ==> petrochemicals,None,Male
1308,1.9 BUSD,Yasseen Mansour,56,Diversified  ==> diversified,Egypt,Male
1309,1.9 BUSD,David Nahmad,71,Fashion & Retail  ==> art collection,Monaco,Male
1310,1.9 BUSD,Alexander Nesis,55,"Finance and Investments  ==> metals, banking, fertilizers",Russia,Male
1311,1.9 BUSD,Nandan Nilekani,63,Technology  ==> software services,None,Male
1312,1.9 BUSD,Ranjan Pai,45,Service  ==> education,None,Not Available
1313,1.9 BUSD,Park Hyeon-Joo,59,Finance and Investments  ==> mutual funds,None,Male
1314,1.9 BUSD,Jennifer Pritzker,67,"Service  ==> hotels, investments",None,Female
1315,1.9 BUSD,Qiu Jianping,56,Manufacturing  ==> hand tools,None,Male
1316,1.9 BUSD,Megdet Rahimkulov,72,Finance and Investments  ==> investments,None,Male
1317,1.9 BUSD,Vito Rodriguez Rodriguez,79,Diversified  ==> processed milk,Peru,Not Available
1318,1.9 BUSD,Stephen Rubin,81,Fashion & Retail  ==> sports apparel,None,Male
1319,1.9 BUSD,Remo Ruffini,56,Fashion & Retail  ==> winter jackets,None,Male
1320,1.9 BUSD,Erik Selin,51,Real Estate  ==> real estate,None,Male
1321,1.9 BUSD,Peter Sondakh,68,Finance and Investments  ==> investments,None,Not Available
1322,1.9 BUSD,Alan N. Trefler,62,Technology  ==> software,United States,Male
1323,1.9 BUSD,Tseng Shin-Yi,90,Manufacturing  ==> petrochemicals,Taiwan,Male
1324,1.9 BUSD,Masateru Uno,71,Fashion & Retail  ==> drugstores,Japan,Male
1325,1.9 BUSD,Wang Qingtao,56,Metals & Mining  ==> steel smelting,None,Male
1326,1.9 BUSD,Evan Williams,46,Technology  ==> Twitter,United States,Male
1327,1.9 BUSD,Gustav Magnar Witzoe,24,Food and Beverage  ==> fish farming,None,Male
1328,1.9 BUSD,Horst Wortmann,77,Fashion & Retail  ==> footwear,None,Not Available
1329,1.9 BUSD,Xiao Yongming,53,Diversified  ==> fertilizer,None,Not Available
1330,1.9 BUSD,Xie Zhikun,57,Finance and Investments  ==> investments,China,Male
1331,1.9 BUSD,Xue Xiangdong,59,Technology  ==> software,China,Not Available
1332,1.9 BUSD,Yuan Yafei,54,"Fashion & Retail  ==> retail, investments",China,Male
1333,1.9 BUSD,Robin Zeng,50,Energy  ==> batteries,None,Not Available
1334,1.9 BUSD,Zhang Daocai,68,Diversified  ==> valves,China,Male
1335,1.9 BUSD,Zhang Xuansong,46,Fashion & Retail  ==> supermarket,China,Not Available
1336,1.9 BUSD,Zheng Yuewen,56,Diversified  ==> investments,China,Male
1337,1.9 BUSD,Zhou Xiaoguang,56,Real Estate  ==> real estate,China,Female
1338,1.9 BUSD,Susanne Zimmermann Von Siefart ,61,"Manufacturing  ==> vacuums, home cleaning products",Germany,Female
1339,1.8 BUSD,Aras Agalarov,62,Fashion & Retail  ==> real estate,Russia,Not Available
1340,1.8 BUSD,Maurice Alter,93,Real Estate  ==> real estate,None,Male
1341,1.8 BUSD,An Kang,69,Healthcare  ==> pharmaceuticals,None,Male
1342,1.8 BUSD,Alex Beard,50,"Metals & Mining  ==> mining, commodities",United Kingdom,Male
1343,1.8 BUSD,Nicolas Berggruen,56,Finance and Investments  ==> investments,None,Male
1344,1.8 BUSD,Vladimir Bogdanov,67,Energy  ==> oil,Russia,Not Available
1345,1.8 BUSD,Julio Bozano,82,Finance and Investments  ==> banking,Brazil,Male
1346,1.8 BUSD,Anna Maria Braun,39,Healthcare  ==> medical technology,None,Female
1347,1.8 BUSD,Johanna Braun,38,Healthcare  ==> medical technology,Germany,Female
1348,1.8 BUSD,Karl Friedrich Braun,34,Healthcare  ==> medical technology,None,Male
1349,1.8 BUSD,Anand Burman,66,Food and Beverage  ==> consumer goods,None,Not Available
1350,1.8 BUSD,Edouard Carmignac,70,Finance and Investments  ==> asset management,France,Male
1351,1.8 BUSD,Chen Jianhua,47,Manufacturing  ==> chemicals,None,Not Available
1352,1.8 BUSD,Cheung Yan,61,Manufacturing  ==> paper manufacturing,China,Female
1353,1.8 BUSD,Chung Mong-Joon,66,"Manufacturing  ==> shipbuilding, industrial machines",South Korea,Male
1354,1.8 BUSD,Jack Cowin,75,Food and Beverage  ==> fast food,Australia,Male
1355,1.8 BUSD,Cui Genliang,60,Manufacturing  ==> electric components,China,Not Available
1356,1.8 BUSD,Kommer Damen,74,Manufacturing  ==> shipbuilding,None,Male
1357,1.8 BUSD,Diego Della Valle,64,Fashion & Retail  ==> shoes,None,Not Available
1358,1.8 BUSD,Dou Zhenggang,65,"Diversified  ==> energy, chemicals",None,Male
1359,1.8 BUSD,N. Murray Edwards,58,Energy  ==> oil & gas,None,Not Available
1360,1.8 BUSD,Gabriel Escarrer,83,Service  ==> hotels,None,Male
1361,1.8 BUSD,Clement Fayat,86,Construction & Engineering  ==> construction,None,Not Available
1362,1.8 BUSD,James France,73,"Sports  ==> Nascar, racing",None,Male
1363,1.8 BUSD,Senapathy Gopalakrishnan,63,Technology  ==> software services,None,Male
1364,1.8 BUSD,David Harding,56,Finance and Investments  ==> finance,None,Male
1365,1.8 BUSD,Stewart Horejsi,80,Finance and Investments  ==> Berkshire Hathaway,None,Male
1366,1.8 BUSD,Huang Qisen,53,Real Estate  ==> real estate,None,Male
1367,1.8 BUSD,Hamilton James,66,Finance and Investments  ==> investments,None,Male
1368,1.8 BUSD,John Kapoor,74,Healthcare  ==> healthcare,None,Male
1369,1.8 BUSD,William Lauder,58,Fashion & Retail  ==> Estee Lauder,United States,Male
1370,1.8 BUSD,Li Zongsong,51,Healthcare  ==> pharmaceuticals,China,Male
1371,1.8 BUSD,Willy Michel,71,Healthcare  ==> medical devices,None,Not Available
1372,1.8 BUSD,Masahiro Noda,79,Technology  ==> software,None,Not Available
1373,1.8 BUSD,Gregorio Perez Companc,82,Energy  ==> oil & gas,None,Male
1374,1.8 BUSD,Linda Pritzker,64,"Service  ==> hotels, investments",United States,Female
1375,1.8 BUSD,Qin Hui,50,Media & Entertainment  ==> movie theaters,None,Male
1376,1.8 BUSD,Matthias Reinhart,58,Finance and Investments  ==> finance,None,Male
1377,1.8 BUSD,Brian Roberts,58,Service  ==> Comcast,United States,Male
1378,1.8 BUSD,Alberto Roemmers,91,Healthcare  ==> pharmaceuticals,Argentina,Male
1379,1.8 BUSD,Gerald Schwartz,76,Finance and Investments  ==> finance,None,Male
1380,1.8 BUSD,Thaksin Shinawatra,68,Finance and Investments  ==> investments,None,Male
1381,1.8 BUSD,William Stone,63,Technology  ==> software,None,Male
1382,1.8 BUSD,Petter Stordalen,55,Service  ==> hotels,None,Not Available
1383,1.8 BUSD,Julia Stoschek,43,Automotive  ==> auto parts,Germany,Female
1384,1.8 BUSD,Maximilian Stoschek,62,Automotive  ==> auto parts,Germany,Male
1385,1.8 BUSD,Sun Shoukuan,68,Manufacturing  ==> metals. coal,None,Not Available
1386,1.8 BUSD,Ba Duong Tran,58,Automotive  ==> automotive,Vietnam,Male
1387,1.8 BUSD,Hamdi Ulukaya,45,Food and Beverage  ==> greek yogurt,None,Male
1388,1.8 BUSD,Wong Luen Hei,56,Manufacturing  ==> building materials,None,Not Available
1389,1.8 BUSD,Wu Yulan,48,Healthcare  ==> pharmaceuticals,None,Female
1390,1.8 BUSD,Xu Hang,52,Healthcare  ==> medical devices,None,Male
1391,1.8 BUSD,Yang Erzhu,67,Real Estate  ==> real estate,None,Male
1392,1.8 BUSD,Yao Kuizhang,53,Food and Beverage  ==> beverages,None,Male
1393,1.8 BUSD,Sheng Jian Zhong,60,Real Estate  ==> real estate,Singapore,Male
1394,1.7 BUSD,Marcel Adams,97,Real Estate  ==> real estate,None,Male
1395,1.7 BUSD,"Herbert Allen, Jr.",78,Finance and Investments  ==> investment banking,United States,Not Available
1396,1.7 BUSD,Michael Ashcroft,72,Finance and Investments  ==> security,None,Male
1397,1.7 BUSD,Roman Avdeev,50,"Finance and Investments  ==> banking, development",None,Male
1398,1.7 BUSD,Emilio Azcarraga Jean,50,Media & Entertainment  ==> TV broadcasting,None,Male
1399,1.7 BUSD,Sezai Bacaksiz,68,Diversified  ==> diversified,None,Male
1400,1.7 BUSD,Lesley Bamberger,53,Real Estate  ==> real estate,Netherlands,Not Available
1401,1.7 BUSD,Angela Bennett,74,Metals & Mining  ==> mining,Australia,Female
1402,1.7 BUSD,Hubertus Benteler,71,Automotive  ==> auto parts,Germany,Not Available
1403,1.7 BUSD,Ludwig Theodor Braun,27,Healthcare  ==> medical technology,None,Male
1404,1.7 BUSD,Nicola Bulgari,77,Fashion & Retail  ==> luxury goods,None,Male
1405,1.7 BUSD,Paolo Bulgari,80,Fashion & Retail  ==> luxury goods,None,Male
1406,1.7 BUSD,Chen Dejun,48,Logistics  ==> package delivery,None,Male
1407,1.7 BUSD,Tony Chen,49,Technology  ==> eletronics,None,Male
1408,1.7 BUSD,Chen Xueli,67,Healthcare  ==> pharmaceuticals,China,Not Available
1409,1.7 BUSD,Luigi Cremonini,79,Food and Beverage  ==> meat processing,None,Male
1410,1.7 BUSD,Dominique Desseigne,73,Gambling & Casinos  ==> casinos,France,Male
1411,1.7 BUSD,Sefik Yilmaz Dizdar,80,Fashion & Retail  ==> fashion retail,None,Male
1412,1.7 BUSD,Domenico Dolce,59,Fashion & Retail  ==> luxury goods,None,Male
1413,1.7 BUSD,Pavel Durov,32,Technology  ==> messaging app,None,Not Available
1414,1.7 BUSD,John Farber,92,Manufacturing  ==> chemicals,None,Male
1415,1.7 BUSD,Robert Fisher,64,Service  ==> Gap,None,Male
1416,1.7 BUSD,William Fisher,61,Fashion & Retail  ==> Gap,None,Male
1417,1.7 BUSD,Stefano Gabbana,55,Fashion & Retail  ==> luxury goods,None,Male
1418,1.7 BUSD,Rolf Gerling,63,Finance and Investments  ==> insurance,None,Male
1419,1.7 BUSD,Serge Godin,68,Technology  ==> information technology,None,Male
1420,1.7 BUSD,Sergei Gordeev,45,Real Estate  ==> real estate,None,Male
1421,1.7 BUSD,Mehmet Nazif Gunal,70,"Diversified  ==> tourism, construction",Turkey,Male
1422,1.7 BUSD,Yusuf Hamied,81,Healthcare  ==> pharmaceuticals,None,Not Available
1423,1.7 BUSD,Gerry Harvey,78,Fashion & Retail  ==> retail,Australia,Male
1424,1.7 BUSD,Timothy Headington,68,"Energy  ==> oil & gas, investments",None,Male
1425,1.7 BUSD,Huang Chulong,59,Real Estate  ==> real estate,None,Male
1426,1.7 BUSD,Huo Qinghua,57,Energy  ==> coal,None,Male
1427,1.7 BUSD,Devendra Jain,89,Manufacturing  ==> chemicals,None,Not Available
1428,1.7 BUSD,Jiang Yintai,67,Automotive  ==> auto parts,China,Male
1429,1.7 BUSD,"Jim Justice, Ii.",67,Metals & Mining  ==> coal,None,Not Available
1430,1.7 BUSD,Kim Jun-Ki,73,Diversified  ==> diversified,None,Male
1431,1.7 BUSD,William Koch,78,"Energy  ==> oil, investments",None,Male
1432,1.7 BUSD,Anthony Langley,63,Diversified  ==> manufacturing,None,Male
1433,1.7 BUSD,Marc Lasry,57,Finance and Investments  ==> hedge funds,None,Male
1434,1.7 BUSD,Peter Leibinger,51,Manufacturing  ==> machine tools,None,Not Available
1435,1.7 BUSD,Regine Leibinger,55,Manufacturing  ==> machine tools,Germany,Female
1436,1.7 BUSD,Li San Yim,68,Manufacturing  ==> construction equipment,China,Male
1437,1.7 BUSD,David Lichtenstein,56,Real Estate  ==> real estate,United States,Male
1438,1.7 BUSD,Lim Oon Kuin,74,Energy  ==> oil trading,None,Male
1439,1.7 BUSD,Liu Ming Chung,55,Manufacturing  ==> paper manufacturing,None,Not Available
1440,1.7 BUSD,Ma Xiuhui,47,Manufacturing  ==> LED lighting,China,Female
1441,1.7 BUSD,Prayudh Mahagitsiri,72,"Food and Beverage  ==> coffee, shipping",None,Male
1442,1.7 BUSD,Anand Mahindra,63,Automotive  ==> automobiles,India,Male
1443,1.7 BUSD,Kishore Mariwala,83,Food and Beverage  ==> consumer goods,India,Not Available
1444,1.7 BUSD,Craig Mccaw,68,Telecom  ==> telecom,None,Male
1445,1.7 BUSD,Miguel Mckelvey,43,Real Estate  ==> WeWork,None,Not Available
1446,1.7 BUSD,Vincent Mcmahon,72,Sports  ==> wrestling,United States,Male
1447,1.7 BUSD,David Mcmurtry,78,Manufacturing  ==> manufacturing,None,Male
1448,1.7 BUSD,Gary Michelson,69,Healthcare  ==> medical patents,United States,Male
1449,1.7 BUSD,Massimo Moratti,73,Energy  ==> oil refinery,None,Male
1450,1.7 BUSD,Farhad Moshiri,63,Diversified  ==> diversified,UK,Male
1451,1.7 BUSD,Jerry Moyes,74,Logistics  ==> Transportation,None,Male
1452,1.7 BUSD,Charles Munger,94,Finance and Investments  ==> Berkshire Hathaway,None,Male
1453,1.7 BUSD,Kerr Neilson,68,Finance and Investments  ==> investment,None,Male
1454,1.7 BUSD,Ou Zongrong,54,Real Estate  ==> real estate,China,Male
1455,1.7 BUSD,Nihat Ozdemir,68,Diversified  ==> diversified,None,Male
1456,1.7 BUSD,Pan Weiming,54,Real Estate  ==> real estate,None,Not Available
1457,1.7 BUSD,Park Yeon-Cha,72,Manufacturing  ==> sneakers,South Korea,Not Available
1458,1.7 BUSD,Nelson Peltz,76,Finance and Investments  ==> investments,None,Not Available
1459,1.7 BUSD,Roger Penske,81,Automotive  ==> cars,None,Male
1460,1.7 BUSD,Qi Jinxing,56,Real Estate  ==> real estate,None,Not Available
1461,1.7 BUSD,Qi Shi,48,Technology  ==> financial information,None,Male
1462,1.7 BUSD,Theodore Rachmat,74,Diversified  ==> diversified,Indonesia,Male
1463,1.7 BUSD,Juan Maria Riberas Mera,49,Metals & Mining  ==> steel,Spain,Male
1464,1.7 BUSD,Vijay Shekhar Sharma,40,Service  ==> financial technology,None,Male
1465,1.7 BUSD,Konstantin Strukov,59,"Metals & Mining  ==> gold, coal mining",None,Male
1466,1.7 BUSD,Henry Swieca,61,Finance and Investments  ==> hedge funds,None,Not Available
1467,1.7 BUSD,Wichai Thongtang,71,Real Estate  ==> investments,Thailand,Male
1468,1.7 BUSD,Torsten Toeller,52,Fashion & Retail  ==> pet food,Germany,Not Available
1469,1.7 BUSD,Roman Trotsenko,47,"Logistics  ==> transport, engineering, real estate",None,Male
1470,1.7 BUSD,Todd Wagner,57,Media & Entertainment  ==> online media,United States,Male
1471,1.7 BUSD,Wang Chaobin,62,Real Estate  ==> real estate,China,Male
1472,1.7 BUSD,Wang Yanqing,52,Manufacturing  ==> electrical equipment,None,Male
1473,1.7 BUSD,John Whittaker,76,Real Estate  ==> real estate,None,Male
1474,1.7 BUSD,Wu Guangming,56,Healthcare  ==> medical equipment,China,Male
1475,1.7 BUSD,Xu Qiming,54,"Diversified  ==> food, art",China,Male
1476,1.7 BUSD,Zhang Xiaojuan,48,Logistics  ==> logistics,None,Female
1477,1.6 BUSD,Melih Abdulhayoglu,50,Technology  ==> internet security,None,Not Available
1478,1.6 BUSD,Radhe Shyam Agarwal,73,Fashion & Retail  ==> consumer goods,None,Male
1479,1.6 BUSD,Mohamed Al Fayed,89,"Fashion & Retail  ==> retail, investments",None,Not Available
1480,1.6 BUSD,Faisal Bin Qassim Al Thani,70,"Diversified  ==> hotels, diversified",Qatar,Not Available
1481,1.6 BUSD,William F. Austin,76,Manufacturing  ==> hearing aids,United States,Male
1482,1.6 BUSD,Louis Bacon,61,Finance and Investments  ==> hedge funds,None,Male
1483,1.6 BUSD,Achal Bakeri,58,Manufacturing  ==> air coolers,None,Male
1484,1.6 BUSD,Othman Benjelloun,85,"Finance and Investments  ==> banking, insurance",None,Male
1485,1.6 BUSD,William Berkley,71,Finance and Investments  ==> insurance,None,Male
1486,1.6 BUSD,Aneel Bhusri,52,Technology  ==> business software,United States,Male
1487,1.6 BUSD,O. Francis Biondi,53,Finance and Investments  ==> hedge funds,None,Male
1488,1.6 BUSD,John Bloor,75,"Diversified  ==> real estate, manufacturing",None,Male
1489,1.6 BUSD,David Booth,72,Finance and Investments  ==> mutual funds,United States,Male
1490,1.6 BUSD,Cai Wensheng,48,Technology  ==> photo sharing app,None,Not Available
1491,1.6 BUSD,Ahmet Calik,60,"Diversified  ==> energy, banking, construction",None,Male
1492,1.6 BUSD,Michel Chalhoub,86,Fashion & Retail  ==> retail,None,Male
1493,1.6 BUSD,Chen Xiaoying,41,Logistics  ==> package delivery,None,Female
1494,1.6 BUSD,Cho Jung-Ho,59,Finance and Investments  ==> finance,None,Not Available
1495,1.6 BUSD,Turgay Ciner,62,Diversified  ==> diversified,None,Male
1496,1.6 BUSD,Steve Conine,45,Technology  ==> online retail,None,Male
1497,1.6 BUSD,Jacques D'Amours,61,Fashion & Retail  ==> retail,None,Male
1498,1.6 BUSD,Robert Defares,56,Finance and Investments  ==> electronic trading,Netherlands,Not Available
1499,1.6 BUSD,Alexander Dzhaparidze,62,Energy  ==> oil services,Russia,Male
1500,1.6 BUSD,Stephen Feinberg,58,Finance and Investments  ==> private equity,None,Male
1501,1.6 BUSD,Paul Foster,60,Energy  ==> oil refining,United States,Not Available
1502,1.6 BUSD,Mario Gabelli,76,Finance and Investments  ==> money management,United States,Male
1503,1.6 BUSD,Marcos Galperin,62,Technology  ==> e-commerce,None,Male
1504,1.6 BUSD,Radhe Shyam Goenka,72,Fashion & Retail  ==> consumer goods,None,Male
1505,1.6 BUSD,Christopher Goldsbury,75,Food and Beverage  ==> salsa,None,Male
1506,1.6 BUSD,Stelios Haji-Ioannou,51,Service  ==> EasyJet,None,Male
1507,1.6 BUSD,Ilkka Herlin,59,"Manufacturing  ==> elevators, escalators",Finland,Male
1508,1.6 BUSD,Brian Higgins,53,Finance and Investments  ==> hedge funds,United States,Male
1509,1.6 BUSD,Stephen Jarislowsky,92,Finance and Investments  ==> money management,None,Male
1510,1.6 BUSD,Michael Jordan,55,"Sports  ==> Charlotte Hornets, endorsements",None,Male
1511,1.6 BUSD,Kenji Kasahara,42,Technology  ==> social network,None,Male
1512,1.6 BUSD,Kim Taek-Jin,51,Gambling & Casinos  ==> online games,South Korea,Male
1513,1.6 BUSD,Edward Lampert,55,Finance and Investments  ==> Sears,None,Male
1514,1.6 BUSD,Thomas Lau,64,Fashion & Retail  ==> department stores,None,Not Available
1515,1.6 BUSD,Thai Lee,59,Technology  ==> IT provider,None,Not Available
1516,1.6 BUSD,Lei Jufang,65,Healthcare  ==> pharmaceuticals,China,Female
1517,1.6 BUSD,Li Li,54,Healthcare  ==> pharmaceuticals,China,Not Available
1518,1.6 BUSD,Li Liufa,61,"Diversified  ==> steel, diversified",China,Male
1519,1.6 BUSD,Liu Hanyuan,54,Food and Beverage  ==> agribusiness,None,Male
1520,1.6 BUSD,Pier Luigi Loro Piana,66,Fashion & Retail  ==> fashion,None,Male
1521,1.6 BUSD,Billy Joe (Red) Mccombs,90,"Diversified  ==> real estate, oil, cars, sports",United States,Not Available
1522,1.6 BUSD,Gian Marco Moratti,81,Energy  ==> oil refinery,Italy,Male
1523,1.6 BUSD,Manuel Moroun,91,Logistics  ==> transportation,United States,Not Available
1524,1.6 BUSD,Robert Mouawad,73,Service  ==> fine jewelry,Lebanon,Male
1525,1.6 BUSD,Marius Nacht,52,Technology  ==> software,None,Male
1526,1.6 BUSD,Ni Zugen,61,Manufacturing  ==> appliances,None,Male
1527,1.6 BUSD,Lirio Parisotto,64,Finance and Investments  ==> investments,None,Male
1528,1.6 BUSD,Karl-Johan Persson,43,Fashion & Retail  ==> H&M,None,Male
1529,1.6 BUSD,Tom Persson,32,Fashion & Retail  ==> H&M,None,Not Available
1530,1.6 BUSD,Dmitry Pumpyansky,54,Metals & Mining  ==> steel pipes,None,Male
1531,1.6 BUSD,Ruan Shuilong,82,Manufacturing  ==> chemicals,China,Not Available
1532,1.6 BUSD,Jean Salata,52,Finance and Investments  ==> finance,Chile,Male
1533,1.6 BUSD,Sheryl Sandberg,48,Technology  ==> Facebook,United States,Female
1534,1.6 BUSD,Niraj Shah,44,Technology  ==> online retail,None,Male
1535,1.6 BUSD,Shin Dong-Guk,68,Healthcare  ==> Pharmaceuticals,None,Male
1536,1.6 BUSD,Ben Silbermann,34,Technology  ==> Pinterest,United States,Not Available
1537,1.6 BUSD,Charlotte Soderstrom,41,Fashion & Retail  ==> H&M,None,Female
1538,1.6 BUSD,Thomas Steyer,60,Finance and Investments  ==> hedge funds,None,Not Available
1539,1.6 BUSD,Su Weizhong,49,"Energy  ==> oil, fertilizers",None,Male
1540,1.6 BUSD,David Teoh,62,Telecom  ==> telecoms,None,Male
1541,1.6 BUSD,Wang Jinshu,61,Manufacturing  ==> chemicals,China,Male
1542,1.6 BUSD,Wang Yaohai,51,Technology  ==> lighting,None,Male
1543,1.6 BUSD,Charlotte Colket Weber,75,Food and Beverage  ==> Campbell Soup,None,Not Available
1544,1.6 BUSD,Wei Ing-Chou,65,"Food and Beverage  ==> food, beverages",Taiwan,Male
1545,1.6 BUSD,Yin-Chun Wei,61,"Food and Beverage  ==> food, beverages",None,Male
1546,1.6 BUSD,Wei Yin-Heng,59,"Food and Beverage  ==> food, beverages",None,Male
1547,1.6 BUSD,Wei Ying-Chiao,63,"Food and Beverage  ==> food, beverages",None,Male
1548,1.6 BUSD,Richard White,63,Technology  ==> software,None,Male
1549,1.6 BUSD,Allan Wong,68,Manufacturing  ==> electronics,None,Male
1550,1.6 BUSD,Wong Kwong Yu,49,Fashion & Retail  ==> retail,None,Male
1551,1.6 BUSD,Wu Jianshu,54,Automotive  ==> auto parts,Hong Kong,Male
1552,1.6 BUSD,Wu Xu,54,Real Estate  ==> real estate,St. Kitts and Nevis,Not Available
1553,1.6 BUSD,Wu Xushun,70,"Diversified  ==> internet, auto parts",China,Not Available
1554,1.6 BUSD,Luis Enrique Yarur Rey,67,Finance and Investments  ==> banking,None,Male
1555,1.6 BUSD,Albert Yeung,75,"Diversified  ==> real estate, retail",Hong Kong,Male
1556,1.6 BUSD,Yu Rong,46,Healthcare  ==> health clinics,China,Not Available
1557,1.6 BUSD,Kostyantin Zhevago,44,Metals & Mining  ==> mining,None,Male
1558,1.6 BUSD,Zhou Chengjian,53,Fashion & Retail  ==> fashion retail,China,Male
1559,1.6 BUSD,Zhou Yaoting,75,"Diversified  ==> apparel, real estate",None,Male
1560,1.6 BUSD,Zhuang Kuilong,56,Manufacturing  ==> polyester,China,Male
1561,1.5 BUSD,Jose Joao Abdalla Filho,62,Finance and Investments  ==> investments,None,Male
1562,1.5 BUSD,Khalifa Bin Butti Al Muhairi,39,"Diversified  ==> hospitals, investments",United Arab Emirates,Male
1563,1.5 BUSD,Folorunsho Alakija,67,Energy  ==> oil,Nigeria,Not Available
1564,1.5 BUSD,Bill Alfond,70,Fashion & Retail  ==> shoes,None,Male
1565,1.5 BUSD,Susan Alfond,72,Fashion & Retail  ==> shoes,United States,Female
1566,1.5 BUSD,Ted Alfond,73,Fashion & Retail  ==> shoes,United States,Male
1567,1.5 BUSD,Joy Alukkas,61,Fashion & Retail  ==> jewelry,None,Male
1568,1.5 BUSD,Andrey Andreev,44,Technology  ==> online dating,UK,Not Available
1569,1.5 BUSD,Carol Jenkins Barnett,61,Food and Beverage  ==> Publix supermarkets,United States,Female
1570,1.5 BUSD,Oleg Boyko,53,Diversified  ==> diversified,None,Not Available
1571,1.5 BUSD,Ana Maria Brescia Cafferata,94,"Diversified  ==> mining, banking",Peru,Female
1572,1.5 BUSD,Binod Chaudhary,63,Diversified  ==> diversified,None,Not Available
1573,1.5 BUSD,Che Fengsheng,55,Healthcare  ==> pharmaceuticals,None,Male
